#Frame      Mode1    Mode2    Mode3
   91390    0.095   -0.937    2.108
   91391   -1.012    0.783    1.352
   91392    1.221   -0.618   -1.220
   91393    1.146   -1.668   -0.226
   91394    0.233   -2.665    0.278
   91395   -0.249   -1.896   -0.134
   91396    1.822   -0.069   -0.939
   91397   -1.291   -1.524    0.937
   91398   -1.053   -0.112    1.358
   91399   -0.507    0.052    0.246
   91400    0.724    0.411   -1.076
   91401   -0.973   -1.404   -0.636
   91402    0.856    0.269    1.036
   91403    1.767   -2.133   -0.935
   91404   -0.694   -1.376   -2.352
   91405   -1.861   -1.108    0.781
   91406   -1.285   -0.796    1.490
   91407   -0.358   -1.004   -0.607
   91408    1.102    0.371   -1.872
   91409   -1.284   -1.585   -0.385
   91410    0.948   -2.181   -0.377
   91411    0.428    0.686   -2.541
   91412   -2.579    0.590    1.650
   91413    0.382   -0.004   -0.547
   91414    0.083    0.807    0.286
   91415   -1.461   -1.382    0.487
   91416   -1.595   -0.743    1.078
   91417   -2.592    0.008    0.240
   91418   -2.954    0.500   -0.276
   91419   -2.341   -0.001   -0.617
   91420    0.424   -0.759    0.405
   91421   -0.141   -0.876    1.388
   91422   -1.376    0.313    1.010
   91423    0.501   -0.996    0.524
   91424    0.208   -1.540    1.517
   91425   -0.594   -1.866    2.907
   91426    0.599   -0.714    0.308
   91427    0.640    0.825   -0.486
   91428   -0.020   -0.165    0.635
   91429   -0.561   -0.041    0.840
   91430    0.090   -0.711   -0.688
   91431    0.697   -0.562   -0.796
   91432   -3.321   -1.041   -0.023
   91433   -1.320   -1.543   -0.406
   91434   -2.025   -2.193    0.061
   91435   -0.546   -0.801    1.186
   91436    0.216    0.553   -0.653
   91437    1.258   -1.674   -0.678
   91438   -2.850   -2.300    0.968
   91439   -0.473   -0.581    0.205
   91440    0.835    0.105   -0.849
   91441   -0.564    0.616   -0.186
   91442   -0.697   -2.290    0.430
   91443   -1.569   -0.309   -0.158
   91444   -3.798   -0.253   -1.015
   91445   -1.620    0.176   -1.104
   91446   -1.961   -1.746   -0.888
   91447   -1.911   -1.636   -2.100
   91448   -1.561    1.576   -1.486
   91449   -2.821   -0.748   -0.812
   91450   -4.227    0.865   -2.154
   91451   -3.543    0.282   -0.239
   91452   -2.306   -0.732    0.117
   91453   -2.569   -0.210    0.520
   91454   -1.986   -1.008    0.665
   91455   -3.803   -0.173    0.083
   91456   -1.431   -1.298   -1.664
   91457   -2.229   -1.525   -0.276
   91458   -2.007    0.628    0.460
   91459   -3.409   -0.515    0.781
   91460   -1.669    0.464   -0.711
   91461   -2.550   -0.687    1.122
   91462   -5.191    1.063    0.307
   91463   -2.852   -0.405   -0.806
   91464   -1.937    1.259   -1.646
   91465   -0.516    0.721   -2.800
   91466   -0.842   -0.818   -1.342
   91467   -2.321    0.767    0.446
   91468   -2.030   -0.918    0.290
   91469   -2.117    0.675    0.488
   91470   -2.690   -0.989   -0.262
   91471   -3.724   -0.779    1.168
   91472   -3.328    0.208   -0.286
   91473   -2.619   -2.538   -0.045
   91474   -0.296   -1.059   -0.267
   91475    0.305   -0.277   -2.753
   91476   -0.922   -1.567    0.344
   91477   -1.785   -0.188   -0.982
   91478    0.344   -0.465   -2.217
   91479   -2.156   -0.021    0.616
   91480   -3.278   -0.643    0.667
   91481   -0.909    0.617   -0.551
   91482   -1.300   -0.780   -1.146
   91483   -3.611    0.206    1.478
   91484   -2.220    0.139   -0.723
   91485   -1.261   -1.038   -0.728
   91486   -2.114   -0.314   -1.657
   91487   -2.453   -0.325    0.732
   91488   -1.770   -0.420   -0.405
   91489   -2.966   -0.867   -0.712
   91490   -0.882   -1.398    0.290
   91491    0.627   -0.101    0.158
   91492    0.056   -1.665   -0.102
   91493    0.006   -0.846    0.467
   91494   -0.655   -0.950   -0.067
   91495    0.162    0.331   -0.555
   91496   -1.644   -0.474   -1.010
   91497   -2.044   -0.552    0.716
   91498   -1.948   -0.677   -0.784
   91499   -0.962    0.193   -1.178
   91500   -2.304    0.406   -0.202
   91501    0.142    0.894   -1.038
   91502   -1.817   -0.124   -0.597
   91503   -2.938   -0.908    0.327
   91504   -3.290   -1.562   -2.156
   91505   -2.495   -0.517   -2.035
   91506   -3.576    0.573   -0.690
   91507   -2.345   -0.584   -1.792
   91508   -2.516   -1.304    0.811
   91509   -2.959   -0.578   -0.969
   91510   -1.981   -0.438   -2.321
   91511   -1.348   -0.370    0.220
   91512   -1.571   -0.481   -0.616
   91513   -2.914   -1.879   -1.255
   91514   -4.717   -0.135   -0.055
   91515   -2.096    0.385   -0.329
   91516   -0.924   -0.389   -1.773
   91517   -1.125    0.480   -0.796
   91518   -1.846   -0.061   -1.756
   91519   -3.096    0.112   -0.583
   91520   -1.867    0.159   -2.740
   91521   -2.276    0.892   -2.305
   91522   -3.406    0.264   -1.039
   91523   -0.563   -0.514   -0.352
   91524   -0.797    0.773    0.281
   91525   -1.077    0.114    0.755
   91526   -1.085   -0.150   -2.102
   91527    0.558   -2.365   -1.894
   91528    1.534    0.248   -1.483
   91529    0.436    1.805   -0.759
   91530   -0.999   -0.672   -1.348
   91531    0.920    0.687    1.109
   91532    1.031    1.569   -0.499
   91533   -0.019   -0.474   -0.106
   91534   -0.236    0.550   -0.869
   91535   -2.841   -0.297    0.997
   91536   -1.910    1.258    0.660
   91537   -0.298    0.281   -0.098
   91538   -0.364    0.528    0.474
   91539   -1.487    2.029    0.269
   91540   -1.858    1.249   -0.010
   91541    0.057    0.809    0.499
   91542   -0.417   -1.478   -0.424
   91543    0.124   -0.659    2.056
   91544    0.124   -0.991   -0.390
   91545   -0.781    0.672   -0.500
   91546    0.576    0.444   -0.699
   91547    1.557    0.898   -0.441
   91548   -1.097    0.267    0.275
   91549   -1.181   -0.437    0.889
   91550   -0.259   -0.846   -0.403
   91551    0.319    0.783   -0.667
   91552    0.299    0.565    0.200
   91553    1.412   -0.778    0.011
   91554    1.169   -0.083   -0.882
   91555    1.367    0.975   -1.498
   91556   -1.714   -1.135   -1.444
   91557    0.043    0.240   -0.682
   91558    1.819   -0.091   -0.229
   91559    1.529   -0.157   -1.107
   91560    0.800    0.418   -2.571
   91561    0.890    0.377   -1.624
   91562    1.644    0.139   -2.172
   91563    0.821    1.721    0.032
   91564    1.962    0.001   -0.682
   91565    0.485    0.923    0.813
   91566    0.350   -0.549   -0.446
   91567   -1.094    1.695    0.587
   91568   -0.328    0.823   -0.910
   91569   -2.476   -0.789    0.335
   91570    0.135    0.843   -0.024
   91571   -1.523   -0.983    0.263
   91572   -0.092    0.871   -0.180
   91573    0.820    0.769    0.519
   91574   -0.251    1.048    0.063
   91575   -0.229    0.942   -1.349
   91576   -1.160    0.507    0.298
   91577    0.333    0.422   -1.629
   91578   -0.175   -0.535   -1.004
   91579    0.129    0.594   -1.371
   91580   -0.538   -0.081    0.789
   91581    0.087   -0.172    0.010
   91582   -0.528   -0.427   -0.484
   91583   -2.345    0.290   -0.346
   91584   -3.503    0.301    0.207
   91585    0.004    0.552   -1.660
   91586   -0.863   -0.193    0.328
   91587   -0.127    0.678    0.655
   91588   -1.497   -0.621    0.200
   91589   -0.226    0.019   -1.115
   91590    0.529   -0.710   -0.289
   91591   -0.936    0.719    0.502
   91592    1.100   -0.708   -0.537
   91593    0.431    1.274   -2.123
   91594   -2.228    1.300    0.244
   91595   -0.291   -0.725   -1.462
   91596    0.277   -0.552    1.012
   91597   -1.325    0.538   -1.605
   91598   -3.764   -1.941    0.339
   91599   -2.443   -0.349   -1.546
   91600   -0.428    0.911   -0.849
   91601   -1.194   -1.344    0.414
   91602   -1.910   -0.901   -1.005
   91603   -2.873    0.213   -2.343
   91604   -4.042    1.011   -0.152
   91605   -2.764   -1.744    0.578
   91606   -0.341   -0.681   -1.182
   91607   -1.974    0.140   -2.726
   91608    0.557    1.755   -3.241
   91609   -0.282   -1.532   -0.107
   91610   -1.330   -0.847   -0.667
   91611   -1.141    1.675    0.062
   91612   -1.417   -0.523    0.071
   91613    0.369    1.369   -1.081
   91614   -1.785    0.030   -0.583
   91615   -0.679   -0.911    1.543
   91616   -1.303    0.815   -0.998
   91617    0.377    2.045   -0.656
   91618   -1.190    0.717   -0.380
   91619   -1.621    0.101    0.039
   91620   -1.496   -0.835   -0.666
   91621    1.911   -1.550   -0.338
   91622    0.543    0.115    0.191
   91623   -0.756   -1.160    2.000
   91624   -2.128   -1.067    0.449
   91625   -1.740    0.452    1.830
   91626    0.003   -0.515   -1.609
   91627   -0.584   -1.549   -1.023
   91628   -0.246   -0.367   -2.434
   91629   -1.312    0.963   -1.457
   91630   -1.128    0.907    0.067
   91631   -2.253    1.210   -2.370
   91632   -0.243    0.360   -0.739
   91633   -1.265   -1.164   -1.206
   91634   -1.348    0.488   -1.835
   91635   -1.258    1.853   -1.312
   91636   -1.021    0.671   -0.057
   91637   -0.682    3.090   -1.309
   91638   -3.197    0.588   -0.616
   91639   -3.091    0.552   -1.285
   91640   -0.222   -0.607   -0.568
   91641   -2.399    1.179   -0.502
   91642   -1.344   -0.618    0.829
   91643   -0.956    0.993    0.972
   91644   -0.257   -0.713   -1.365
   91645    0.625   -0.416    0.825
   91646   -0.905    0.581    1.201
   91647    0.096    1.073    0.209
   91648   -1.897   -0.120    0.422
   91649    2.144   -0.442    0.589
   91650    0.762    0.393   -0.613
   91651    0.706    0.240   -1.391
   91652    0.488    0.263    0.653
   91653    1.220    0.072   -0.099
   91654    0.327    2.116   -2.023
   91655   -0.601   -0.620    0.042
   91656   -1.459   -0.747    0.582
   91657   -0.306   -0.146    0.183
   91658    0.575   -0.105   -2.752
   91659   -1.090   -1.100   -1.388
   91660   -0.582   -1.087   -0.732
   91661    1.773   -0.747   -0.267
   91662    0.320   -1.443    0.758
   91663    0.956    0.345   -0.924
   91664    1.317   -0.773   -1.815
   91665    2.283   -2.483    0.920
   91666   -1.194    0.356    0.380
   91667   -0.284   -0.198    0.685
   91668    0.051   -0.152   -0.985
   91669    1.288   -1.933    0.373
   91670    0.522   -1.718    2.026
   91671   -2.232    0.794    0.877
   91672    1.219   -2.855    1.483
   91673   -1.584   -1.008    1.347
   91674    0.556   -1.175   -0.053
   91675    0.448   -1.064   -1.092
   91676   -0.833   -0.761    1.089
   91677   -1.240   -0.542    0.262
   91678    2.402    0.507   -0.646
   91679    0.014   -1.066    0.681
   91680    0.668   -0.482   -1.224
   91681    0.558   -1.507   -2.615
   91682    0.515   -1.802   -1.396
   91683   -0.687   -0.779    0.517
   91684   -2.270    0.475   -0.534
   91685   -0.420    0.255   -0.982
   91686    0.085   -0.151   -1.983
   91687   -0.139   -0.476   -2.346
   91688   -1.041   -1.081   -1.787
   91689   -1.991    0.357   -2.268
   91690   -1.219    0.047   -1.117
   91691   -1.552   -1.109    1.405
   91692   -0.253   -0.847   -0.774
   91693    0.068   -2.027   -0.122
   91694    0.217   -1.630    1.744
   91695   -0.603   -0.565    0.380
   91696   -0.766   -1.281   -0.065
   91697   -0.573   -0.816   -0.635
   91698   -0.936   -0.171    0.694
   91699   -1.324   -0.343   -1.097
   91700   -1.981    0.136   -0.432
   91701   -1.174   -1.711    0.478
   91702   -2.181    1.508   -1.529
   91703   -0.037    0.688    0.431
   91704   -0.269   -0.086   -0.528
   91705   -1.547    0.633   -1.061
   91706   -0.794    1.795   -0.499
   91707   -2.926   -0.236    1.137
   91708   -2.137    0.847   -0.728
   91709    0.409    1.784   -2.687
   91710   -3.461    1.000    0.826
   91711   -0.129   -0.417    0.644
   91712   -4.131    1.708    0.755
   91713   -2.373    0.251    0.225
   91714   -2.002    0.861    0.473
   91715    0.434    1.062   -1.427
   91716   -0.699    0.355    0.718
   91717   -1.859   -1.216    0.514
   91718   -2.596   -1.118   -0.012
   91719   -1.805   -1.819   -1.918
   91720   -1.499   -1.146    0.274
   91721   -0.798   -1.574    0.414
   91722   -0.678   -1.138   -0.129
   91723   -0.089   -0.124   -0.741
   91724    0.291   -0.623   -1.212
   91725   -0.427    1.559   -0.271
   91726   -1.108   -0.737   -2.349
   91727   -1.621   -0.032   -0.792
   91728    0.293   -0.438   -0.452
   91729   -3.594   -2.034    1.149
   91730   -2.316   -1.842    0.440
   91731   -0.848   -0.645   -1.338
   91732   -1.087   -2.884   -0.335
   91733   -0.604   -2.525   -1.572
   91734   -0.430   -1.432   -2.354
   91735   -0.188    0.249   -0.128
   91736   -0.640   -0.050   -1.923
   91737    0.223   -0.333   -1.401
   91738   -0.300   -1.751   -1.112
   91739   -2.005    0.097   -0.948
   91740    0.756   -0.438   -1.254
   91741   -0.347    1.224   -1.937
   91742   -2.760    0.468    0.852
   91743   -4.498   -0.747    0.302
   91744    0.439   -1.439   -1.150
   91745   -1.998   -0.374    0.951
   91746   -0.819   -0.528    1.014
   91747   -2.303   -0.111    0.710
   91748    1.293    0.604   -1.676
   91749   -1.985    1.083    0.684
   91750   -0.861   -0.053    0.312
   91751   -0.194   -0.156    0.834
   91752   -2.809   -0.548    1.955
   91753   -0.842   -0.093    0.351
   91754   -2.062   -0.722    0.299
   91755   -0.282   -0.066   -0.813
   91756   -1.744    0.246   -1.776
   91757   -2.350   -2.040    1.210
   91758   -1.038   -1.771   -0.393
   91759   -1.530   -0.809   -2.144
   91760   -1.346   -2.545   -0.176
   91761   -1.909   -0.970    0.094
   91762   -0.755   -1.104   -0.415
   91763    1.238   -1.225   -1.006
   91764    0.128    0.028   -0.603
   91765   -0.337   -1.836    0.988
   91766   -0.043    1.554   -0.792
   91767    0.676   -0.282    0.224
   91768   -0.543   -0.741   -1.172
   91769    1.515   -0.842   -1.252
   91770    0.081   -0.305    0.010
   91771    1.564   -0.303   -0.005
   91772    0.257   -1.969    0.248
   91773   -1.245    0.401   -1.216
   91774   -1.225   -1.361    0.129
   91775   -1.126   -0.862   -0.836
   91776   -0.385   -1.339    0.595
   91777    0.906    0.523   -0.298
   91778   -0.391    1.051   -0.613
   91779   -0.401    0.542   -1.437
   91780    0.220    1.149   -1.251
   91781    0.329   -0.075   -0.782
   91782   -1.048    2.141    1.150
   91783    0.768    0.029    0.585
   91784   -0.184   -0.083    0.513
   91785   -0.260    0.589    1.252
   91786    0.932    1.283   -0.962
   91787   -0.547    0.149   -1.022
   91788    0.204    0.179   -0.585
   91789    0.509    1.994    0.301
   91790    1.589    1.092    0.974
   91791    0.460    0.272    0.659
   91792    1.000   -2.683   -0.838
   91793    1.289   -0.177   -0.383
   91794    0.558   -0.502    0.636
   91795   -0.105    1.009   -0.154
   91796   -1.967   -0.051    0.400
   91797   -0.196    0.165   -0.501
   91798   -0.701   -0.073    1.086
   91799   -1.912   -0.935    1.288
   91800   -0.787   -0.435    0.258
   91801    0.471    0.041   -0.424
   91802    0.163    0.742    1.488
   91803   -0.129    0.542    0.873
   91804    0.059    0.820   -0.877
   91805    0.726   -1.765    0.644
   91806   -1.157    0.760    2.251
   91807   -1.566    1.400    0.904
   91808   -1.339    0.409    0.295
   91809   -2.644   -0.496    0.766
   91810    1.306   -0.315    0.846
   91811   -0.553   -1.625    1.380
   91812   -0.607    1.151   -0.567
   91813   -1.743   -0.195    1.287
   91814    0.546   -0.039   -1.556
   91815   -1.016    0.281   -1.316
   91816   -0.936   -0.149   -0.892
   91817   -0.331   -0.076   -1.530
   91818   -0.935    0.802   -1.743
   91819   -0.168    1.177    0.446
   91820   -1.104    0.959   -2.482
   91821   -1.570    0.618   -0.328
   91822   -0.714    1.006   -2.060
   91823   -1.157    0.116   -0.187
   91824   -0.879    0.556   -2.701
   91825   -3.245   -0.631   -1.575
   91826   -3.350    0.926    0.343
   91827   -2.478    1.627    0.092
   91828   -0.691   -3.420    1.161
   91829   -2.769   -1.425    0.790
   91830   -4.660    0.473    0.166
   91831   -3.343   -1.958   -0.336
   91832   -3.080   -0.215   -0.632
   91833   -0.648   -1.085   -1.423
   91834   -1.115   -0.582   -0.138
   91835   -0.590   -0.240   -1.653
   91836   -1.144   -0.905    0.209
